surname,name,patronymic,position,faculty,department,spin,spin link,orcid,orcid link,scopus author id,scopus link,researcher id,researcher link
Касенов,Адиль,Аскарович,инженер,Радиотехнический факультет,"Кафедра ""Комплексная защита информации""",4157-9528,http://elibrary.ru/author_profile.asp?spin=4157-9528,0000-0002-2770-1144,http://orcid.org/0000-0002-2770-1144,0,0,0,0
ЛИТВИНОВ,Георгий,Александрович,старший преподаватель,Радиотехнический факультет,"Кафедра ""Комплексная защита информации""",7067-9560,http://elibrary.ru/author_profile.asp?spin=7067-9560,0000-0002-6919-0418,http://orcid.org/0000-0002-6919-0418,57202279379,http://www.scopus.com/authid/detail.uri?authorId=57202279379,0,0
Логинов,Константин,Валентинович,доцент,Радиотехнический факультет,"Кафедра ""Комплексная защита информации""",0,0,0,0,0,0,0,0
Магазев,Алексей,Анатольевич,профессор,Радиотехнический факультет,"Кафедра ""Комплексная защита информации""",2833-0366,http://elibrary.ru/author_profile.asp?spin=2833-0366,0000-0002-8725-9183,http://orcid.org/0000-0002-8725-9183,6507004666,http://www.scopus.com/authid/detail.uri?authorId=6507004666,H-9479-2013,http://www.researcherid.com/rid/H-9479-2013
Матвеюк,Ольга,Васильевна,старший преподаватель,Радиотехнический факультет,"Кафедра ""Комплексная защита информации""",3220-7996,http://elibrary.ru/author_profile.asp?spin=3220-7996,0,0,0,0,0,0
Михеев,Виталий,Викторович,доцент,Радиотехнический факультет,"Кафедра ""Комплексная защита информации""",2272-6944,http://elibrary.ru/author_profile.asp?spin=2272-6944,0,0,7102121335,http://www.scopus.com/authid/detail.uri?authorId=7102121335,0,0
Мишурин,Александр,Олегович,старший преподаватель,Радиотехнический факультет,"Кафедра ""Комплексная защита информации""",0,0,0,0,0,0,0,0
Никонов,Вячеслав,Игоревич,доцент,Радиотехнический факультет,"Кафедра ""Комплексная защита информации""",4957-7455,http://elibrary.ru/author_profile.asp?spin=4957-7455,0,0,0,0,0,0
Рыбалов,Александр,Николаевич,доцент,Радиотехнический факультет,"Кафедра ""Комплексная защита информации""",1593-1909,http://elibrary.ru/author_profile.asp?spin=1593-1909,0000-0002-2269-589X,http://orcid.org/0000-0002-2269-589X,57190706642,http://www.scopus.com/authid/detail.uri?authorId=57190706642,G-3081-2013,http://www.researcherid.com/rid/G-3081-2013
Самотуга,Александр,Евгеньевич,доцент,Радиотехнический факультет,"Кафедра ""Комплексная защита информации""",4235-1670,http://elibrary.ru/author_profile.asp?spin=4235-1670,0000-0001-5647-7498,http://orcid.org/0000-0001-5647-7498,56568558300,http://www.scopus.com/authid/detail.uri?authorId=56568558300,L-1771-2017,http://www.researcherid.com/rid/L-1771-2017
Соловьёв,Вадим,Анатольевич,доцент,Радиотехнический факультет,"Кафедра ""Комплексная защита информации""",4593-8312,http://elibrary.ru/author_profile.asp?spin=4593-8312,0,0,0,0,0,0
