surname,name,patronymic,position,faculty,department,spin,spin link,orcid,orcid link,scopus author id,scopus link,researcher id,researcher link
Алёшина,Наталья,Ивановна,инженер 1 категории,"Факультет транспорта, нефти и газа","Кафедра ""Машиноведение""",0,0,0,0,0,0,0,0
Волкова,Любовь,Павловна,учебный мастер,"Факультет транспорта, нефти и газа","Кафедра ""Машиноведение""",0,0,0,0,0,0,0,0
Кулаков,Александр,Андреевич,учебный мастер,"Факультет транспорта, нефти и газа","Кафедра ""Машиноведение""",0,0,0,0,0,0,0,0
Леонтьева,Екатерина,Валерьевна,инженер 1 категории,"Факультет транспорта, нефти и газа","Кафедра ""Машиноведение""",1528-2587,http://elibrary.ru/author_profile.asp?spin=1528-2587,0,0,0,0,0,0
Матвеева,Марина,Геннадиевна,заведующий лабораторией,"Факультет транспорта, нефти и газа","Кафедра ""Машиноведение""",3142-5295,http://elibrary.ru/author_profile.asp?spin=3142-5295,0,0,0,0,0,0
Сиромаха,Юлия,Владимировна,инженер,"Факультет транспорта, нефти и газа","Кафедра ""Машиноведение""",0,0,0,0,0,0,0,0
ГАВРИЛЕНКО,Сергей,Вячеславович,инженер,"Факультет транспорта, нефти и газа","Кафедра ""Машиноведение""",0,0,0,0,0,0,0,0
Холкин,Евгений,Геннадьевич,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Машиноведение""",7578-1104,http://elibrary.ru/author_profile.asp?spin=7578-1104,0000-0002-6681-3237,http://orcid.org/0000-0002-6681-3237,56503973800,http://www.scopus.com/authid/detail.uri?authorId=56503973800,Y-1112-2019,http://www.researcherid.com/rid/Y-1112-2019
Яковлева,Елена,Владимировна,профессор,"Факультет экономики, сервиса и управления","Кафедра ""Менеджмент и сервис""",1581-2810,http://elibrary.ru/author_profile.asp?spin=1581-2810,0000-0001-5158-3574,http://orcid.org/0000-0001-5158-3574,57210981005,http://www.scopus.com/authid/detail.uri?authorId=57210981005,0,0
Маевский,Дмитрий,Павлович,Ректор,"Факультет экономики, сервиса и управления","Кафедра ""Менеджмент и сервис""",1013-0929,http://elibrary.ru/author_profile.asp?spin=1013-0929,0000-0003-0533-7609,http://orcid.org/0000-0003-0533-7609,0,0,P-1455-2018,http://www.researcherid.com/rid/P-1455-2018
Иванов,Виталий,Николаевич,профессор,"Факультет экономики, сервиса и управления","Кафедра ""Менеджмент и сервис""",3916-2880,http://elibrary.ru/author_profile.asp?spin=3916-2880,0000-0002-4484-3320,http://orcid.org/0000-0002-4484-3320,57198818540,http://www.scopus.com/authid/detail.uri?authorId=57198818540,D-6847-2019,http://www.researcherid.com/rid/D-6847-2019
Балашова,Елена,Александровна,доцент,"Факультет экономики, сервиса и управления","Кафедра ""Менеджмент и сервис""",3587-2080,http://elibrary.ru/author_profile.asp?spin=3587-2080,0000-0002-2242-8783,http://orcid.org/0000-0002-2242-8783,0,0,R-6504-2018,http://www.researcherid.com/rid/R-6504-2018
Галюкшова,Тамара,Викторовна,доцент,"Факультет экономики, сервиса и управления","Кафедра ""Менеджмент и сервис""",9724-0741,http://elibrary.ru/author_profile.asp?spin=9724-0741,0,0,0,0,0,0
Глущенко,Марина,Евгеньевна,доцент,"Факультет экономики, сервиса и управления","Кафедра ""Менеджмент и сервис""",1294-3625,http://elibrary.ru/author_profile.asp?spin=1294-3625,0000-0002-1434-6876,http://orcid.org/0000-0002-1434-6876,0,0,ABG-1192-2021,http://www.researcherid.com/rid/ABG-1192-2021
Двойнев,Андрей,Валерьевич,доцент,"Факультет экономики, сервиса и управления","Кафедра ""Менеджмент и сервис""",0,0,0,0,0,0,0,0
Калинина,Наталья,Михайловна,доцент,"Факультет экономики, сервиса и управления","Кафедра ""Менеджмент и сервис""",6580-3352,http://elibrary.ru/author_profile.asp?spin=6580-3352,0,0,0,0,0,0
Кулик,Нина,Анатольевна,доцент,"Факультет экономики, сервиса и управления","Кафедра ""Менеджмент и сервис""",5162-2758,http://elibrary.ru/author_profile.asp?spin=5162-2758,0000-0002-5253-7796,http://orcid.org/0000-0002-5253-7796,0,0,E-2562-2019,http://www.researcherid.com/rid/E-2562-2019
Лукина,Ольга,Викторовна,доцент,"Факультет экономики, сервиса и управления","Кафедра ""Менеджмент и сервис""",4191-2997,http://elibrary.ru/author_profile.asp?spin=4191-2997,0000-0003-3429-1718,http://orcid.org/0000-0003-3429-1718,57216757374,http://www.scopus.com/authid/detail.uri?authorId=57216757374,0,0
Саяпина,Наталья,Николаевна,доцент,"Факультет экономики, сервиса и управления","Кафедра ""Менеджмент и сервис""",0,0,0,0,0,0,0,0
Храпова,Елена,Валерьевна,доцент,"Факультет экономики, сервиса и управления","Кафедра ""Менеджмент и сервис""",1150-5782,http://elibrary.ru/author_profile.asp?spin=1150-5782,0000-0001-8167-9315,http://orcid.org/0000-0001-8167-9315,0,0,E-2695-2019,http://www.researcherid.com/rid/E-2695-2019
Чижик,Вера,Павловна,доцент,"Факультет экономики, сервиса и управления","Кафедра ""Менеджмент и сервис""",6808-7142,http://elibrary.ru/author_profile.asp?spin=6808-7142,0000-0001-8129-2735,http://orcid.org/0000-0001-8129-2735,0,0,Q-6158-2016,http://www.researcherid.com/rid/Q-6158-2016
Федоров,Виктор,Михайлович,доцент,"Факультет экономики, сервиса и управления","Кафедра ""Менеджмент и сервис""",9678-5459,http://elibrary.ru/author_profile.asp?spin=9678-5459,0,0,0,0,0,0
Шевченко,Ольга,Юрьевна,доцент,"Факультет экономики, сервиса и управления","Кафедра ""Менеджмент и сервис""",1146-7729,http://elibrary.ru/author_profile.asp?spin=1146-7729,0000-0003-3446-6784,http://orcid.org/0000-0003-3446-6784,0,0,0,0
Белолобова,Анна,Александровна,инженер,"Факультет экономики, сервиса и управления","Кафедра ""Менеджмент и сервис""",8899-6465,http://elibrary.ru/author_profile.asp?spin=8899-6465,0,0,0,0,0,0
Плохих,Юлия,Вячеславовна,старший преподаватель,"Факультет экономики, сервиса и управления","Кафедра ""Менеджмент и сервис""",3928-5894,http://elibrary.ru/author_profile.asp?spin=3928-5894,0000-0002-0167-3157,http://orcid.org/0000-0002-0167-3157,0,0,K-9725-2017,http://www.researcherid.com/rid/K-9725-2017
Тарута,Светлана,Викторовна,старший преподаватель,"Факультет экономики, сервиса и управления","Кафедра ""Менеджмент и сервис""",5016-8306,http://elibrary.ru/author_profile.asp?spin=5016-8306,0000-0001-8900-8110,http://orcid.org/0000-0001-8900-8110,0,0,ABD-9546-2021,http://www.researcherid.com/rid/ABD-9546-2021
Терентьева,Анастасия,Романовна,ассистент,"Факультет экономики, сервиса и управления","Кафедра ""Менеджмент и сервис""",0,0,0,0,0,0,0,0
Мамотова,Наталья,Анатольевна,инженер 1 категории,"Факультет экономики, сервиса и управления","Кафедра ""Менеджмент и сервис""",0,0,0,0,0,0,0,0
Рудакова,Татьяна,Геннадьевна,заведующий лабораториями,"Факультет экономики, сервиса и управления","Кафедра ""Менеджмент и сервис""",0,0,0,0,0,0,0,0
Абилова,Айгуль,Катьятовна,учебный мастер,"Факультет экономики, сервиса и управления","Кафедра ""Менеджмент и сервис""",0,0,0,0,0,0,0,0
Васильев,Евгений,Владимирович,доцент,Машиностроительный институт,"Кафедра ""Металлорежущие станки и инструменты""",6546-3741,http://elibrary.ru/author_profile.asp?spin=6546-3741,0000-0001-5986-8873,http://orcid.org/0000-0001-5986-8873,56503710300,http://www.scopus.com/authid/detail.uri?authorId=56503710300,L-8864-2014,http://www.researcherid.com/rid/L-8864-2014
БАЛОВА,Дарья,Георгиевна,инженер,Машиностроительный институт,"Кафедра ""Металлорежущие станки и инструменты""",2419-9533,http://elibrary.ru/author_profile.asp?spin=2419-9533,0000-0002-1552-0039,http://orcid.org/0000-0002-1552-0039,57203342738,http://www.scopus.com/authid/detail.uri?authorId=57203342738,R-1753-2017,http://www.researcherid.com/rid/R-1753-2017
Блохин,Дмитрий,Андреевич,ассистент,Машиностроительный институт,"Кафедра ""Металлорежущие станки и инструменты""",5142-6237,http://elibrary.ru/author_profile.asp?spin=5142-6237,0000-0001-6197-435X,http://orcid.org/0000-0001-6197-435X,56503655400,http://www.scopus.com/authid/detail.uri?authorId=56503655400,A-8621-2017,http://www.researcherid.com/rid/A-8621-2017
Бушев,Владимир,Александрович,инженер,Машиностроительный институт,"Кафедра ""Металлорежущие станки и инструменты""",0,0,0,0,0,0,0,0
Васильев,Юрий,Евгеньевич,лаборант,Машиностроительный институт,"Кафедра ""Металлорежущие станки и инструменты""",0,0,0,0,0,0,0,0
Кисель,Антон,Геннадьевич,доцент,Машиностроительный институт,"Кафедра ""Металлорежущие станки и инструменты""",7105-3051,http://elibrary.ru/author_profile.asp?spin=7105-3051,0000-0002-8014-0550,http://orcid.org/0000-0002-8014-0550,57211275687,http://www.scopus.com/authid/detail.uri?authorId=57211275687,B-9210-2019,http://www.researcherid.com/rid/B-9210-2019
Кривонос,Евгений,Викторович,старший преподаватель,Машиностроительный институт,"Кафедра ""Металлорежущие станки и инструменты""",7238-5136,http://elibrary.ru/author_profile.asp?spin=7238-5136,0000-0001-8485-1862,http://orcid.org/0000-0001-8485-1862,57193400934,http://www.scopus.com/authid/detail.uri?authorId=57193400934,ABC-7096-2020,http://www.researcherid.com/rid/ABC-7096-2020
Макашин,Дмитрий,Сергеевич,доцент,Машиностроительный институт,"Кафедра ""Металлорежущие станки и инструменты""",0,0,0,0,0,0,0,0
Малахов,Иван,Игоревич,доцент,Машиностроительный институт,"Кафедра ""Металлорежущие станки и инструменты""",5612-4010,http://elibrary.ru/author_profile.asp?spin=5612-4010,0000-0003-3927-5100,http://orcid.org/0000-0003-3927-5100,57214762334,http://www.scopus.com/authid/detail.uri?authorId=57214762334,0,0
Михайленко,Степан,Викторович,инженер,Машиностроительный институт,"Кафедра ""Металлорежущие станки и инструменты""",0,0,0000-0002-6806-9915,http://orcid.org/0000-0002-6806-9915,0,0,0,0
Мишурнов,Александр,Евгеньевич,инженер 1 категории,Машиностроительный институт,"Кафедра ""Металлорежущие станки и инструменты""",0,0,0,0,0,0,0,0
Москаленко,Анатолий,Олегович,инженер,Машиностроительный институт,"Кафедра ""Металлорежущие станки и инструменты""",0,0,0,0,0,0,0,0
Назаров,Павел,Владиславович,старший преподаватель,Машиностроительный институт,"Кафедра ""Металлорежущие станки и инструменты""",0,0,0,0,0,0,0,0
Попов,Андрей,Юрьевич,профессор,Машиностроительный институт,"Кафедра ""Металлорежущие станки и инструменты""",4871-2344,http://elibrary.ru/author_profile.asp?spin=4871-2344,0000-0002-7703-9283,http://orcid.org/0000-0002-7703-9283,25228115700,http://www.scopus.com/authid/detail.uri?authorId=25228115700,0,0
Попов,Петр,Евгеньевич,доцент,Машиностроительный институт,"Кафедра ""Металлорежущие станки и инструменты""",0,0,0,0,0,0,0,0
Рауба,Александр,Александрович,профессор,Машиностроительный институт,"Кафедра ""Металлорежущие станки и инструменты""",0,0,0,0,0,0,0,0
Сальник,Светлана,Владимировна,учебный мастер 1 категории,Машиностроительный институт,"Кафедра ""Металлорежущие станки и инструменты""",0,0,0,0,0,0,0,0
Сергеев,Владимир,Алексеевич,доцент,Машиностроительный институт,"Кафедра ""Металлорежущие станки и инструменты""",0,0,0,0,0,0,0,0
Титов,Юрий,Владимирович,начальник управления,Машиностроительный институт,"Кафедра ""Металлорежущие станки и инструменты""",0,0,0,0,0,0,0,0
Черкашина,Галина,Николаевна,учебный мастер 1 категории,Машиностроительный институт,"Кафедра ""Металлорежущие станки и инструменты""",0,0,0,0,0,0,0,0
Черных,Иван,Константинович,ассистент,Машиностроительный институт,"Кафедра ""Металлорежущие станки и инструменты""",2858-5441,http://elibrary.ru/author_profile.asp?spin=2858-5441,0000-0003-1239-5647,http://orcid.org/0000-0003-1239-5647,57200720534,http://www.scopus.com/authid/detail.uri?authorId=57200720534,D-2489-2019,http://www.researcherid.com/rid/D-2489-2019
Шалай,Виктор,Владимирович,заведующий кафедрой,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",2322-6820,http://elibrary.ru/author_profile.asp?spin=2322-6820,0000-0003-0635-4849,http://orcid.org/0000-0003-0635-4849,3063,http://www.scopus.com/authid/detail.uri?authorId=00000003063,0,0
Баранова,Ольга,Павловна,инженер,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Беселия,Давид,Симонович,старший преподаватель,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Богаевская,Марина,Анатольевна,учебный мастер 1 категории,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Боярникова,Людмила,Валерьевна,старший преподаватель,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Вансович,Константин,Александрович,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Варепо,Лариса,Григорьевна,профессор,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",4980-6679,http://elibrary.ru/author_profile.asp?spin=4980-6679,0000-0001-5366-2700,http://orcid.org/0000-0001-5366-2700,6507043152,http://www.scopus.com/authid/detail.uri?authorId=6507043152,B-1163-2015,http://www.researcherid.com/rid/B-1163-2015
ГИЛЬДЕБРАНДТ,Маргарита,Ивановна,старший преподаватель,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Гладенко,Алексей,Анатольевич,профессор,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",5725-1730,http://elibrary.ru/author_profile.asp?spin=5725-1730,0000-0002-2484-8685,http://orcid.org/0000-0002-2484-8685,57190854254,http://www.scopus.com/authid/detail.uri?authorId=57190854254,B-4257-2017,http://www.researcherid.com/rid/B-4257-2017
Гладышев,Михаил,Юрьевич,старший преподаватель,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Глухов,Владимир,Иванович,профессор,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",3101-0639,http://elibrary.ru/author_profile.asp?spin=3101-0639,0000-0002-4513-3291,http://orcid.org/0000-0002-4513-3291,56503382500,http://www.scopus.com/authid/detail.uri?authorId=56503382500,Q-2030-2016,http://www.researcherid.com/rid/Q-2030-2016
Гриневич,Валентина,Александровна,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",3814-9402,http://elibrary.ru/author_profile.asp?spin=3814-9402,0000-0003-1935-9999,http://orcid.org/0000-0003-1935-9999,0,0,0,0
Грузин,Андрей,Васильевич,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",6325-7273,http://elibrary.ru/author_profile.asp?spin=6325-7273,0,0,56006941400,http://www.scopus.com/authid/detail.uri?authorId=56006941400,0,0
Демиденко,Ольга,Владимировна,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Елецкая,Светлана,Фокиевна,старший преподаватель,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Иванов,Руслан,Николаевич,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",9168-1243,http://elibrary.ru/author_profile.asp?spin=9168-1243,0,0,0,0,0,0
Исакова,Татьяна,Федоровна,учебный мастер 1 категории,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Кадников,Николай,Тимофеевич,учебный мастер,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Карангин,Валерий,Петрович,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Кардаев,Евгений,Михайлович,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Катунин,Александр,Владимирович,заведующий лабораторией,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
КВАСОВ,Игорь,Николаевич,профессор,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",4379-0289,http://elibrary.ru/author_profile.asp?spin=4379-0289,0,0,0,0,0,0
КЛИМАНОВА,Екатерина,Сергеевна,инженер,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Кожушко,Анатолий,Анатольевич,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Корнеев,Владимир,Сергеевич,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",5866-0890,http://elibrary.ru/author_profile.asp?spin=5866-0890,0,0,0,0,0,0
Краус,Юрий,Александрович,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",5892-9449,http://elibrary.ru/author_profile.asp?spin=5892-9449,0000-0002-0660-7896,http://orcid.org/0000-0002-0660-7896,56503666900,http://www.scopus.com/authid/detail.uri?authorId=56503666900,0,0
Литвин,Юрий,Константинович,заведующий лабораторией,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Макарочкин,Валерий,Володарович,старший преподаватель,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Макеев,Сергей,Александрович,профессор,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",6262-3790,http://elibrary.ru/author_profile.asp?spin=6262-3790,0000-0002-2915-982X,http://orcid.org/0000-0002-2915-982X,57200729552,http://www.scopus.com/authid/detail.uri?authorId=57200729552,0,0
Малая,Людмила,Давидовна,старший преподаватель,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",4562-1339,http://elibrary.ru/author_profile.asp?spin=4562-1339,0,0,0,0,0,0
Мальцев,Василий,Николаевич,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Мартемьянов,Денис,Борисович,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Маскаева,Юлия,Викторовна,учебный мастер,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Мызников,Михаил,Олегович,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Николаева,Елена,Вячеславовна,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Николина,Эльвира,Юрьевна,старший преподаватель,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Осипов,Илья,Владимирович,учебный мастер,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Панин,Юрий,Николаевич,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Поляков,Сергей,Николаевич,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Попов,Алексей,Анатольевич,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Пшеничникова,Вера,Владимировна,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Роскошный,Станислав,Сергеевич,старший преподаватель,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Савкина,Татьяна,Владимировна,инженер 1 категории,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Свищев,Алексей,Викторович,старший преподаватель,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Седанов,Алексей,Александрович,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Секачёв,Андрей,Федорович,старший преподаватель,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",9361-6211,http://elibrary.ru/author_profile.asp?spin=9361-6211,0000-0001-5663-0114,http://orcid.org/0000-0001-5663-0114,57191035370,http://www.scopus.com/authid/detail.uri?authorId=57191035370,O-4756-2016,http://www.researcherid.com/rid/O-4756-2016
Сергаева,Марина,Юрьевна,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Серкова,Любовь,Борисовна,старший преподаватель,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Столбова,Светлана,Юрьевна,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",8606-4750,http://elibrary.ru/author_profile.asp?spin=8606-4750,0,0,0,0,0,0
Тигнибидин,Александр,Васильевич,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Титенко,Владимир,Владимирович,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0000-0002-8298-3527,http://orcid.org/0000-0002-8298-3527,57200723484,http://www.scopus.com/authid/detail.uri?authorId=57200723484,Y-6826-2018,http://www.researcherid.com/rid/Y-6826-2018
Тишков,Евгений,Владимирович,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Тишкова,Юлия,Сергеевна,старший преподаватель,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Ткачук,Оксана,Филипповна,инженер,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Фадеева,Наталья,Львовна,инженер,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Филенко,Наталья,Ивановна,инженер 2 категории,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",7806-6707,http://elibrary.ru/author_profile.asp?spin=7806-6707,0,0,0,0,0,0
Ходорева,Елена,Викторовна,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Чарушина,Елена,Борисовна,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Шендалева,Елена,Владимировна,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",2592-2847,http://elibrary.ru/author_profile.asp?spin=2592-2847,0000-0002-9993-7105,http://orcid.org/0000-0002-9993-7105,0,0,0,0
Шишова,Ольга,Сергеевна,старший преподаватель,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Щипкова,Юлия,Владимировна,старший преподаватель,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Якимчук,Татьяна,Владимировна,учебный мастер,"Факультет транспорта, нефти и газа","Кафедра ""Нефтегазовое дело, стандартизация и метрология""",0,0,0,0,0,0,0,0
Литунов,Сергей,Николаевич,заведующий кафедрой,Нефтехимический институт,"Кафедра ""Оборудование и технологии полиграфического производства""",4424-2696,http://elibrary.ru/author_profile.asp?spin=4424-2696,0,0,0,0,0,0
Голунов,Александр,Владимирович,доцент,Нефтехимический институт,"Кафедра ""Оборудование и технологии полиграфического производства""",6839-9851,http://elibrary.ru/author_profile.asp?spin=6839-9851,0000-0003-4123-0964,http://orcid.org/0000-0003-4123-0964,36781995400,http://www.scopus.com/authid/detail.uri?authorId=36781995400,P-8140-2014,http://www.researcherid.com/rid/P-8140-2014
Лабзин,Сергей,Михайлович,доцент,Нефтехимический институт,"Кафедра ""Оборудование и технологии полиграфического производства""",0,0,0,0,0,0,0,0
Бусарова,Юлия,Дмитриевна,старший преподаватель,Нефтехимический институт,"Кафедра ""Оборудование и технологии полиграфического производства""",8961-5636,http://elibrary.ru/author_profile.asp?spin=8961-5636,0000-0002-4218-3197,http://orcid.org/0000-0002-4218-3197,0,0,L-2921-2015,http://www.researcherid.com/rid/L-2921-2015
ЮК,Светлана,Сергеевна,учебный мастер,Нефтехимический институт,"Кафедра ""Оборудование и технологии полиграфического производства""",0,0,0,0,0,0,0,0
ВИНОГРАДОВА,Виктория,Олеговна,заведующий лабораторией,Нефтехимический институт,"Кафедра ""Оборудование и технологии полиграфического производства""",0,0,0,0,0,0,0,0
Толкачева,Анна,Михайловна,учебный мастер,Нефтехимический институт,"Кафедра ""Оборудование и технологии полиграфического производства""",0,0,0,0,0,0,0,0
Рузанов,Павел,Викторович,доцент,"Факультет экономики, сервиса и управления","Кафедра ""Организация и управление наукоемкими производствами""",5896-0254,http://elibrary.ru/author_profile.asp?spin=5896-0254,0,0,0,0,0,0
Володина,Антонина,Борисовна,заведующий методическим кабинетом,"Факультет экономики, сервиса и управления","Кафедра ""Организация и управление наукоемкими производствами""",0,0,0,0,0,0,0,0
Гордиевич,Татьяна,Ивановна,доцент,"Факультет экономики, сервиса и управления","Кафедра ""Организация и управление наукоемкими производствами""",7234-2578,http://elibrary.ru/author_profile.asp?spin=7234-2578,0,0,0,0,0,0
Горскина,Людмила,Степановна,доцент,"Факультет экономики, сервиса и управления","Кафедра ""Организация и управление наукоемкими производствами""",8065-8246,http://elibrary.ru/author_profile.asp?spin=8065-8246,0,0,0,0,0,0
Калужский,Михаил,Леонидович,доцент,"Факультет экономики, сервиса и управления","Кафедра ""Организация и управление наукоемкими производствами""",1441-9901,http://elibrary.ru/author_profile.asp?spin=1441-9901,0000-0001-5686-5255,http://orcid.org/0000-0001-5686-5255,0,0,A-4163-2013,http://www.researcherid.com/rid/A-4163-2013
Крумина,Ксения,Васильевна,доцент,"Факультет экономики, сервиса и управления","Кафедра ""Организация и управление наукоемкими производствами""",0,0,0,0,0,0,0,0
Лапкова,Анна,Геннадьевна,старший преподаватель,"Факультет экономики, сервиса и управления","Кафедра ""Организация и управление наукоемкими производствами""",8310-7792,http://elibrary.ru/author_profile.asp?spin=8310-7792,0,0,0,0,0,0
Полковникова,Светлана,Геннадьевна,доцент,"Факультет экономики, сервиса и управления","Кафедра ""Организация и управление наукоемкими производствами""",0,0,0,0,0,0,0,0
